,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,2.342023570416769,2.087801297730853,1.5793683719705955,1.176957311098456,1.2538178246496883,2.9218660137312567,3.995941292235137,5.085205893920366,7.235885637013761,5.027003848746344,6.104946070281207,11.778473633719718,10.70887242948367,9.424180991866926,9.103216819546116,6.738343957410342,9.412467212348314,9.124477020406804,9.015769124988378
1,2.342023570416769,0.0,4.33771269097135,3.7986295701781176,2.1767806588311243,2.8679441293781913,3.5949010438497986,3.9516769822449898,3.795588211103809,6.912246741666545,5.072208853942588,4.991692400439283,12.907430714674716,12.113011258673096,10.677603014485435,10.710384025926244,7.778281898064915,10.032430251561054,9.967427452321202,10.033914688757081
2,2.087801297730853,4.33771269097135,0.0,0.5413979307607277,2.384167010950037,1.712912723020573,2.99263233354243,4.3349275175149025,6.174940447723541,7.312106072186708,5.057879444764989,6.949102508571218,10.33910681945013,9.06767123335924,7.939936545361201,7.333551516403155,5.589204807084723,8.492076458556575,8.015765461755837,7.753859633226881
3,1.5793683719705955,3.7986295701781176,0.5413979307607277,0.0,1.8585547421079684,1.2161526456889085,2.6782231830376553,4.002627940489345,5.7255733002236795,7.076852655096744,4.808871902028958,6.547714439173315,10.55524641920105,9.354450334402157,8.165568011597662,7.6678844205589725,5.685108286432252,8.533992021148865,8.114227876751947,7.90139675972407
4,1.176957311098456,2.1767806588311243,2.384167010950037,1.8585547421079684,0.0,0.7189405120244378,1.8402986840720514,2.8243057151082573,4.02386833150959,6.065341648595379,3.8753043965212046,4.983080015455679,11.004470116844306,10.075041800641811,8.70206472869904,8.593208295509,5.892843297437815,8.429255278624288,8.216786486342356,8.178850384251502
5,1.2538178246496883,2.8679441293781913,1.712912723020573,1.2161526456889085,0.7189405120244378,0.0,1.751840440831222,2.971622784613759,4.5219563014147255,6.166123463586183,3.9126856727954262,5.386608068975295,10.557682670030097,9.544565192017915,8.219817528508923,8.003074432258975,5.493697559213538,8.160502845578915,7.8725213188610885,7.775279193038844
6,2.9218660137312567,3.5949010438497986,2.99263233354243,2.6782231830376553,1.8402986840720514,1.751840440831222,0.0,1.3434941655492192,3.4458163052210535,4.431701586450104,2.167530644604408,4.028320521987809,9.31692145546282,8.54180814222023,7.085840291085475,7.2364816141072765,4.185651000221346,6.601208533629993,6.432003474704089,6.452142219437855
7,3.995941292235137,3.9516769822449898,4.3349275175149025,4.002627940489345,2.8243057151082573,2.971622784613759,1.3434941655492192,0.0,2.380276452665734,3.241038069075448,1.1276435246142642,2.741388921575702,9.212165770674064,8.706189333893622,7.158168668476813,7.6502456371630645,4.213089976890929,6.114219963779267,6.144179607333892,6.3256202661215815
8,5.085205893920366,3.795588211103809,6.174940447723541,5.7255733002236795,4.02386833150959,4.5219563014147255,3.4458163052210535,2.380276452665734,0.0,3.6428438291680663,2.872020211921744,1.2114521183269784,11.053144880583565,10.797560018251971,9.209212307592807,9.912534249167663,6.341034135390137,7.61862462315667,7.892398638748243,8.230994831104761
9,7.235885637013761,6.912246741666545,7.312106072186708,7.076852655096744,6.065341648595379,6.166123463586183,4.431701586450104,3.241038069075448,3.6428438291680663,0.0,2.269289315534181,2.706698458213008,7.928232944608211,8.11573196667352,6.536556116303567,7.779784445428761,4.229110720357434,4.284931536373386,4.8166754877860205,5.3634537082584535
10,5.027003848746344,5.072208853942588,5.057879444764989,4.808871902028958,3.8753043965212046,3.9126856727954262,2.167530644604408,1.1276435246142642,2.872020211921744,2.269289315534181,0.0,2.738353963277872,8.277960316985032,7.930772685864421,6.347953708193617,7.066792818497124,3.4699409295245336,5.045717642781331,5.154897664900744,5.414742859255027
11,6.104946070281207,4.991692400439283,6.949102508571218,6.547714439173315,4.983080015455679,5.386608068975295,4.028320521987809,2.741388921575702,1.2114521183269784,2.706698458213008,2.738353963277872,0.0,10.472223434307871,10.413780971171114,8.812860181431107,9.732200268733216,6.087269921820511,6.908599862292065,7.309403244045452,7.741984328526071
12,11.778473633719718,12.907430714674716,10.33910681945013,10.55524641920105,11.004470116844306,10.557682670030097,9.31692145546282,9.212165770674064,11.053144880583565,7.928232944608211,8.277960316985032,10.472223434307871,0.0,1.9027652039122473,2.401760355989777,3.70831032324083,5.131630864656489,3.6775898814104413,3.167307105992374,2.889317409994471
13,10.70887242948367,12.113011258673096,9.06767123335924,9.354450334402157,10.075041800641811,9.544565192017915,8.54180814222023,8.706189333893622,10.797560018251971,8.11573196667352,7.930772685864421,10.413780971171114,1.9027652039122473,0.0,1.6009754920002188,1.929408251936933,4.494556686995994,4.273489035645129,3.41434852749383,2.7604777884819374
14,9.424180991866926,10.677603014485435,7.939936545361201,8.165568011597662,8.70206472869904,8.219817528508923,7.085840291085475,7.158168668476813,9.209212307592807,6.536556116303567,6.347953708193617,8.812860181431107,2.401760355989777,1.6009754920002188,0.0,1.9091524965468774,2.950593668529461,2.938706249331201,1.985342814120532,1.2409777293221338
15,9.103216819546116,10.710384025926244,7.333551516403155,7.6678844205589725,8.593208295509,8.003074432258975,7.2364816141072765,7.6502456371630645,9.912534249167663,7.779784445428761,7.066792818497124,9.732200268733216,3.70831032324083,1.929408251936933,1.9091524965468774,0.0,3.6506193759525503,4.741140061082273,3.760375802292617,2.9840672953510854
16,6.738343957410342,7.778281898064915,5.589204807084723,5.685108286432252,5.892843297437815,5.493697559213538,4.185651000221346,4.213089976890929,6.341034135390137,4.229110720357434,3.4699409295245336,6.087269921820511,5.131630864656489,4.494556686995994,2.950593668529461,3.6506193759525503,0.0,2.961107067226185,2.4299520137212225,2.286582418870136
17,9.412467212348314,10.032430251561054,8.492076458556575,8.533992021148865,8.429255278624288,8.160502845578915,6.601208533629993,6.114219963779267,7.61862462315667,4.284931536373386,5.045717642781331,6.908599862292065,3.6775898814104413,4.273489035645129,2.938706249331201,4.741140061082273,2.961107067226185,0.0,0.9812022015070598,1.7570770265095508
18,9.124477020406804,9.967427452321202,8.015765461755837,8.114227876751947,8.216786486342356,7.8725213188610885,6.432003474704089,6.144179607333892,7.892398638748243,4.8166754877860205,5.154897664900744,7.309403244045452,3.167307105992374,3.41434852749383,1.985342814120532,3.760375802292617,2.4299520137212225,0.9812022015070598,0.0,0.7767675641561504
19,9.015769124988378,10.033914688757081,7.753859633226881,7.90139675972407,8.178850384251502,7.775279193038844,6.452142219437855,6.3256202661215815,8.230994831104761,5.3634537082584535,5.414742859255027,7.741984328526071,2.889317409994471,2.7604777884819374,1.2409777293221338,2.9840672953510854,2.286582418870136,1.7570770265095508,0.7767675641561504,0.0
