,0,1
0,8.919814355387434,20.793150651915447
1,9.309045513811505,19.492065564535295
2,10.287404599530534,19.08643159434735
3,7.383951152119076,21.271638796216855
4,8.876917230631511,20.927201624913646
5,8.926107397378583,19.611311046077066
6,10.078787757918565,18.052577133373116
7,9.581956422367565,17.806239252487586
8,10.029437631746436,17.468175601345145
9,7.662943038107835,19.963980377179166
10,8.895561986220114,20.890541297550197
11,7.120427141818221,19.883121707618937
12,7.184310471052481,20.944439979856543
13,7.648450072798427,18.885547197349126
14,7.242307982393843,17.929395446428877
15,9.796156539037428,20.894670332131035
16,15.516362163993684,37.518138140634456
17,16.82069392857634,37.12774927314052
18,15.792226246824326,36.07126387535628
19,18.511986948471666,35.678313935869866
20,17.24133915671574,36.33541352745247
21,18.988593066776918,35.98463375259029
22,18.340344658665447,35.67000874054024
23,17.13616393834234,34.291368211250195
24,18.40468582958951,35.4141864473924
25,16.396743760502705,34.839758975539254
26,17.667756894669427,34.25084257025894
27,15.812782670782097,34.16663878623844
28,16.54546344993883,37.40331285232447
29,16.24782382397124,36.334448412322
30,18.959276096907452,37.09584328890599
31,17.91878236044612,36.548387790503035
32,14.58885276976564,14.614284534984606
33,12.277423424389657,12.18779578723859
34,11.935712338138979,14.728703747599269
35,11.993139952616756,13.834327608439708
36,13.07203146267359,13.758688067294898
37,12.800172251197875,15.829638397007235
38,11.072164428705069,15.730649388918643
39,10.67468241861414,12.10783903897712
40,12.463349147411982,15.173632815386634
41,11.093092357878671,13.02973423354413
42,12.157367131635976,12.343863227689171
43,12.523980448170542,12.390527316254808
44,10.930189858626637,14.330082669172445
45,11.709424141489206,15.52581630454892
46,14.567140480300754,15.207409519178183
47,12.74451483153512,14.523228405331412
48,8.055299842317327,16.552610758754412
49,5.072700247963283,14.783482631078025
50,5.693959024246403,16.401519945720686
51,8.096419186162297,15.389458939808977
52,5.603543607624939,14.431621416914957
53,5.191203793203879,15.47226333099738
54,4.445515064031847,13.876164232176905
55,4.44271105113862,15.57196926375946
56,4.674451511086738,13.592013684915674
57,6.450790019818813,13.249207404479044
58,6.4616037462342995,14.882902649809783
59,4.714026237379791,16.75710913731811
60,6.952732504630623,16.13923641512232
61,8.081735533568523,13.026033195482167
62,6.895000527082095,13.594767313014344
63,7.103748564859757,13.467765204619234
64,15.769842444786022,23.7375402818897
65,18.388080022903917,22.473179328382017
66,16.99248592112808,22.308335204182992
67,17.301079603174173,22.930847582639505
68,18.538224144689085,22.658476552358703
69,17.592789558490395,22.104418341644305
70,19.048938400220194,23.508634957722553
71,16.164929476408957,23.108235598043514
72,17.088049726379957,22.74678440414042
73,18.307601477985422,20.3499782355711
74,19.274615809538158,23.474348972206563
75,16.360038773557303,20.775514774877394
76,17.03119723595663,22.478008096053387
77,18.641654144984116,22.582533359305174
78,18.26078379010215,21.787432535307904
79,17.401604805235525,20.860451866080464
