,0,1,2,3,4,5,6,7,8,9
0,0.0,3.3965493973137217,3.2291567362921367,1.6727226250929164,6.218728734178748,7.705062777901656,10.690611928759973,10.070632407997099,3.4229313870774405,3.238977355836161
1,3.3965493973137217,0.0,1.2104456752856387,3.724682682154734,4.302528406383135,6.262214714165166,9.977306477640305,9.034462212171903,2.9926165429266494,0.8910695483679867
2,3.2291567362921367,1.2104456752856387,0.0,2.9954783012768766,3.38928661571228,5.248065617818478,8.857507486340102,7.963994620731614,1.7987065634774557,0.3195328202042177
3,1.6727226250929164,3.724682682154734,2.9954783012768766,0.0,5.205308968213158,6.405753751603068,9.124040563378182,8.582807164742778,2.2815218685505996,3.16650882444573
4,6.218728734178748,4.302528406383135,3.38928661571228,5.205308968213158,0.0,2.0214663956756995,5.909260702125685,4.841613021150446,2.9246280101752014,3.6074339286162993
5,7.705062777901656,6.262214714165166,5.248065617818478,6.405753751603068,2.0214663956756995,0.0,3.9155665165153386,2.8203376916344705,4.282568554201877,5.503123525896314
6,10.690611928759973,9.977306477640305,8.857507486340102,9.124040563378182,5.909260702125685,3.9155665165153386,0.0,1.2575212072410402,7.477728705674931,9.147418912596763
7,10.070632407997099,9.034462212171903,7.963994620731614,8.582807164742778,4.841613021150446,2.8203376916344705,1.2575212072410402,0.0,6.736995456219095,8.23859470205458
8,3.4229313870774405,2.9926165429266494,1.7987065634774557,2.2815218685505996,2.9246280101752014,4.282568554201877,7.477728705674931,6.736995456219095,0.0,2.11350186716543
9,3.238977355836161,0.8910695483679867,0.3195328202042177,3.16650882444573,3.6074339286162993,5.503123525896314,9.147418912596763,8.23859470205458,2.11350186716543,0.0
