,0,1
0,12.494949768537873,4.480760371486737
1,13.946385525394211,6.318805160959121
2,10.655905550918026,3.492412950563487
3,11.034565288174681,3.8793606509219707
4,11.925195523689052,5.510618911590598
5,11.376064172283359,5.0465820394205965
6,10.354658833437282,6.46984451131693
7,10.287542556381316,7.811661182184802
8,11.92997859778723,9.53448440033745
9,8.403810824155407,10.449061896183622
10,9.306032311549032,8.366834630661717
11,11.110416375553728,10.426635732167766
12,1.0844886707324632,7.402030416467159
13,1.8512702026553198,5.6606052806886344
14,3.269123356705967,6.404120552578846
15,3.3917510428182442,4.498910405201417
16,6.1861299502176434,6.8480524507068665
17,4.321160118386208,9.148061709369859
18,4.1544810800776695,8.181120212467983
19,3.973709288310272,7.425680335292913
